original,translated,fuel,machine,others,part,price,service,clean_sentence
kalo dibandingkan dari segi service nya nissan jauh lebih unggul daripada toyota yang asal-asalan,menawi dipunbandingaken saking segi servicenipun nissan tebih langkung inggil daripada toyota ingkang asal-asalan,neutral,neutral,neutral,neutral,neutral,negative,menawi dipunbandingaken saking segi servicenipun nissan tebih langkung inggil daripada toyota ingkang asalasalan
kata orang yang XI malah lebih irit dari yang LI nih .,trose tiyang ingkang xi malah langkung irit saking ingkang li niki .,negative,neutral,neutral,neutral,neutral,neutral,trose tiyang ingkang xi malah langkung irit saking ingkang li nik
coba saja dibandingkan buat lari pasti brio lebih lincah daripada calya,cobi mawon dipunbandingaken damel plajeng mesthi brio langkung lincah daripada calya,neutral,negative,neutral,neutral,neutral,neutral,cobi mawon dipunbandingaken damel plajeng mesthi brio langkung lincah daripada calya
"Untuk saya sendiri yang sudah memiliki TERIOS X DELUXE MT , saya cukup puas apa yang sudah saya miliki terima kasih daihatsu","kangge kula piyambak ingkang sampun nggadhahi terios x deluxe mt , kula cekap marem punapa ingkang sampun kula gadhahi matur nuwun daihatsu",neutral,neutral,positive,neutral,neutral,neutral,kangge kula piyambak ingkang sampun nggadhahi terios x deluxe mt kula cekap marem punapa ingkang sampun kula gadhahi matur nuwun daihatsu
MOBIL ku xenia 1.300 cc irit dipakai nya,mobil kula xenia 1.300 cc irit dipakainipun,positive,neutral,neutral,neutral,neutral,neutral,mobil kula xenia cc irit dipakainipun
Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,neutral,neutral,positive,neutral,neutral,neutral,toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus
mobilio tarikan halus banget menang telak daripada agya kalah jauh,mobilio tarikan lembat sanget menang telak daripada agya kawon tebih,neutral,negative,neutral,neutral,neutral,neutral,mobilio tari lembat sanget menang telak daripada agya kawon tebih
scoopy keren banget body nya juga unik dan cocok buat anak muda penuh gaya,scoopy keren sanget bodyipun ugi unik lan cocok damel lare enem kebak gaya,neutral,neutral,positive,positive,neutral,neutral,scoopy keren sanget bodyipun ugi unik lan cocok damel lare enem bak gaya
avanza 1.3 L memang irit kalau dibawa 60 - 80 km / jam .,avanza 1.3 l estu irit menawi dipunbekta 60 -80 km / jam .,positive,neutral,neutral,neutral,neutral,neutral,avanza l estu irit menawi dipunbekta km jam
Kenapa sekelas Fortuner belum ada sunroof nya ya,kenging punapa sekelas fortuner dereng wonten sunroofipun nggih,neutral,neutral,neutral,negative,neutral,neutral,kenging punapa kelas fortuner dereng wonten sunroofipun nggih
Harga nya 4x4 nya fortuner lebih worth it di Banding Pajero sport,reginipun 4x4ipun fortuner langkung sae lan prayogi ing banding pajero sport,neutral,neutral,neutral,neutral,negative,neutral,reginipun xipun fortuner langkung sae lan prayogi ing banding pajero sport
kalau brio senyaman ini gak papa mau macet lama juga tetap betah di dalam,menawi brio senyaman puniki mboten papa badhe macet lami ugi tetep kraos ing lebet,neutral,neutral,positive,neutral,neutral,neutral,menawi brio nyaman puniki mboten papa badhe macet lam ugi tetep kraos ing lebet
"Menurut saya aja nih , muka enakan sirion , untuk pantat enak brio","midherek kula mawon , rai enakan sirion , kangge pocong eca brio",neutral,neutral,neutral,positive,neutral,neutral,midherek kula mawon rai enak sirion kangge pocong eca brio
pengalaman kemarin sewa rental di Bali kopling nya agak tinggi jadi pas tanjakan agak menahan-nahan begitu kurang gesit padahal Karimun,pengalaman kala-wingi sewa rental ing bali koplingipun radi inggil dados pas inggah-inggah radi menahan-nahan kados puniku kirang gesit padahal karimun,neutral,neutral,neutral,negative,neutral,neutral,alam kalawingi sewa rental ing bal kopling radi inggil dados pas inggahinggah radi menahannahan kados pun kirang gesit padahal karimun
"Motor Honda beat matic yang satu ini menurut ku memang cocok buat semua kalangan , dari segi harga yang murah tetapi tidak membuat produk ini asal-asalan .","motor honda beat matic ingkang setunggal puniki midherek kula estu cocok damel sadayaning kalangan , saking segi regi ingkang mirah nanging mboten ndamel produk puniki asal-asalan .",neutral,neutral,positive,neutral,positive,neutral,motor honda beat matic ingkang tunggal puniki midherek kula estu cocok damel sadayaning kalang saking segi regi ingkang mirah nanging mboten ndamel produk puniki asalasalan
tampilan Avanza bergaya khas crossover ini memiliki kesan sporty dan agresif,tampilan avanza bergaya kas crossover puniki nggadhahi kesan sporty lan agresif,neutral,neutral,neutral,positive,neutral,neutral,tampil avanza gaya kas crossover puniki nggadhahi kesan sporty lan agresif
yaudah gue enggak ragu ambil Calya ini buat harian,nggih sampun kula mboten ragu-ragu pendhet calya puniki damel dintenan,neutral,neutral,positive,neutral,neutral,neutral,nggih sampun kula mboten raguragu pendhet calya puniki damel dintenan
Soal nya menurut saya Wuling Confero S 1.5 tipe tertinggi harga nya lebih murah hanya 160 jutaan,soalipun midherek kula wuling confero s 1.5 tipe paling inggil reginipun langkung mirah naming 160 jutaan,neutral,neutral,neutral,neutral,positive,neutral,soal midherek kula wuling confero s tipe paling inggil reginipun langkung mirah naming juta
dengan harga nya terjangkau mobil avanza ini masih digemari masyarakat indonesia sebagai mobil keluarga pilihan,kaliyan reginipun terjangkau mobil avanza puniki taksih dipunremeni masyarakat indonesia dados mobil keluwargi pilihan,neutral,neutral,neutral,neutral,positive,neutral,kaliyan reginipun jangkau mobil avanza puniki taksih dipunremeni masyarakat indonesia dados mobil keluwargi pilih
Sayang enggak ada gps map - nya kayak versi yang lama . Padahal lumayan buat ke kondangan di pelosok yang susah sinyal . Screen mirror juga masa pakai kabel saja bisa nya,sayang mboten wonten gps map ipun kados versi ingkang lami . padahal lumayan damel dhateng kondangan ing pelosok ingkang sisah sinyal . screen mirror ugi masa angge kabel mawon sagedipun,neutral,neutral,neutral,negative,neutral,neutral,sayang mboten wonten gps map ipun kados versi ingkang lam padahal lumayan damel dhateng kondangan ing pelosok ingkang sisah sinyal screen mirror ugi masa angge kabel mawon sagedipun
Untuk menjaga performa terbaik Innova ini tak perlu banyak biaya servis seperti mobil saya terdahulu .,kangge njagi performa paling sae innova puniki mboten betah kathah biaya servis kados mobil kula rumiyin .,neutral,neutral,neutral,neutral,neutral,positive,kangge njagi performa paling sae innova puniki mboten betah kathah biaya servis kados mobil kula rumiyin
Kabin depan tengah dan belakang lebih lega dan nyaman PAJERO SPORT dibanding FORTUNER,kabin ngajeng tengah lan wingking langkung lega lan nyaman pajero sport dipunbanding fortuner,neutral,neutral,neutral,negative,neutral,neutral,kabin ngajeng tengah lan wingking langkung lega lan nyaman pajero sport dipunbanding fortuner
"Bapak gue punya gl yang facelift 2013 , sampai sini masih bagus , mesin masih enak + bensin V - power , belum pernah turun mesin","bapak kula gadhah gl ingkang facelift 2013 , dumugi mriki taksih sae , mesin taksih eca + bensin v -power , dereng nate mandhap mesin",neutral,positive,positive,neutral,neutral,neutral,bapak kula gadhah gl ingkang facelift dumugi mriki taksih sae mesin taksih eca bensin v power dereng nate mandhap mesin
Terakhir service ke bengkel Daihatsu tahun 2016 . Agak mahal sih memang . Ehe .,pungkasan service dhateng bengkel daihatsu warsa 2016 . radi awis sih estu . ehe,neutral,neutral,neutral,neutral,neutral,negative,pungkas service dhateng bengkel daihatsu warsa radi awis sih estu ehe
Keseluruhan puas banget sih pakai hrv,sedayanipun marem sanget sih angge hrv,neutral,neutral,positive,neutral,neutral,neutral,sedayanipun marem sanget sih angge hrv
mesin nya Avanza bandel dan nyaman dipakai .,mesinipun avanza bandel lan nyaman dipunangge,neutral,positive,positive,neutral,neutral,neutral,mesin avanza bandel lan nyaman dipunangge
"mobil avanza tidak terlau mahal , tetapi banyak fitur yang mendukung .","mobil avanza mboten terlau awis , nanging kathah fitur ingkang nyengkuyung",neutral,neutral,neutral,positive,positive,neutral,mobil avanza mboten terlau awis nanging kathah fitur ingkang nyengkuyung
"kalau ertiga body oke lah minimalis gitu, tapi tarikan lambat banget","menawi ertiga body oke lah minimalis ngoten, nanging tarikan alon sanget",neutral,negative,neutral,positive,neutral,neutral,menawi ertiga body oke lah minimal ngoten nanging tari alon sanget
saya dukung mobil fortuner,kula dukung mobil fortuner,neutral,neutral,positive,neutral,neutral,neutral,kula dukung mobil fortuner
"Honda Beat sangat mengerti di saat kantong lagi tipis tidak pernah rewel , mesin masih halus terus meskipun tiap hari dibawa perjalanan jauh terus","honda beat sumerep sanget ing wekdal kantong malih tipis mboten nate rewel , mesin taksih lembat terus sanadyan saben dinten dipunbekta perjalanan tebih terus",neutral,positive,positive,neutral,neutral,neutral,honda beat sumerep sanget ing wekdal kantong malih tipis mboten nate rewel mesin taksih lembat terus sanadyan saben dinten dipunbekta jalan tebih terus
Calya lari nya juga lumayan kencang mantap jiwa,calya mlajengipun ugi lumayan kenceng mantep jiwa,neutral,positive,neutral,neutral,neutral,neutral,calya mlajengipun ugi lumayan kenceng mantep jiwa
sayang nya veloz masih menggunakan lampu halogen bukan LED ya juragan,sayangipun veloz taksih ngangge dilah halogen sanes led nggih juragan,neutral,neutral,neutral,negative,neutral,neutral,sayang veloz taksih ngangge lah halogen sanes led nggih juragan
HRV ini punya ultra seat jadi bawa barang yang jangkung atau mau menyembunyikan barang bisa di bawah jok . keren sih .,hrv puniki gadhah ultra seat dados bekta barang ingkang jangkung utawi badhe menyembunyikan barang saged ing ngandhap jok . keren sih.,neutral,neutral,neutral,positive,neutral,neutral,hrv puniki gadhah ultra seat dados bekta barang ingkang jangkung utawi badhe sembunyi barang saged ing ngandhap jok keren sih
honda brio termasuk yang cukup ekonomis di kelas nya,honda brio kelebet ingkang cekap ekonomis ing kelasipun,neutral,neutral,neutral,neutral,positive,neutral,honda brio kelebet ingkang cekap ekonomis ing kelasi
Secara service untuk konsumen daihatsu masih lebih bagus dibanding toyota.,kaliyan servis kangge konsumen daihatsu taksih langkung sae dipunbanding toyota.,neutral,neutral,neutral,neutral,neutral,negative,kaliyan servis kangge konsumen daihatsu taksih langkung sae dipunbanding toyota
cukup sebulan buat inden fortuner gak kaya xpander sampe setahun,cekap sawulan damel pemesanan fortuner mboten sugih xpander dumugi sawarsa,neutral,neutral,neutral,neutral,neutral,negative,cekap sawulan damel mesan fortuner mboten sugih xpander dumugi sawarsa
scoopy kaya nya memang dibuat untuk anak muda yang oke pokoknya,scoopy kayanipun estu dipundamel kangge lare enem ingkang oke pokokipun,neutral,neutral,positive,neutral,neutral,neutral,scoopy kayan estu dipundamel kangge lare enem ingkang oke pokok
"Suka deh sama pilihan mobil avanza yang satu ini , tenaga bagus dan bandel","remen deh kaliyan pilihan mobil avanza ingkang setunggal puniki , tenaga sae lan kiyat",neutral,positive,neutral,neutral,neutral,neutral,remen deh kaliyan pilih mobil avanza ingkang tunggal puniki tenaga sae lan kiyat
"4 tahun pakai altis , terbukti sih ini mobil mesin nya bandel banget","4 warsa angge altis , kebukti sih puniki mobil mesinipun kiyat sanget",neutral,positive,neutral,neutral,neutral,neutral,warsa angge altis bukti sih puniki mobil mesin kiyat sanget
Ini gue saja yang merasa bensin Xenia boros banget apa memang iya sih,puniki kula mawon ingkang rumaos bensin xenia boros sanget punapa estu nggih sih,negative,neutral,neutral,neutral,neutral,neutral,puniki kula mawon ingkang rumaos bensin xenia boros sanget punapa estu nggih sih
Pajero sport lah ! Fitur safety nya lebih cakep daripada Fortuner,pajero sport lah ! fitur keamananipun langkung sae daripada fortuner,neutral,neutral,neutral,negative,neutral,neutral,pajero sport lah fitur keamananipun langkung sae daripada fortuner
"Njrit , mahal amat , vario perawatan cuma perlu ganti oli mesin sama gardan , kalau ada yang perlu diganti ya gue ganti sendiri , gue mending modal dikit beli toolkits buat bongkar motor daripada dibawa ke bengkel resmi , suka ngaco bengkel resmi","njrit , awis sanget , vario perawatan naming betah gantos oli mesin sami gardan , menawi wonten ingkang betah dipun-gantos nggih kula gantos piyambak , kula mending pawitan sakedhik tumbas pirantos damel bingkar motor daripada dipunbekta dhateng bengkel resmi , remen asal bengkel resmi",neutral,neutral,neutral,neutral,neutral,negative,njrit awis sanget vario awat naming betah gantos oli mesin sami gardan menawi wonten ingkang betah dipungantos nggih kula gantos piyambak kula mending pawitan sakedhik tumbas pirantos damel bingkar motor daripada dipunbekta dhateng bengkel resmi remen asal bengkel resmi
"CHR = harga selangit , fitur kurang joss","chr = regi selangit , fitur kirang joss",neutral,neutral,neutral,negative,negative,neutral,chr regi langit fitur kirang joss
Bengkel honda payah bro ! Ngaret . Bengkel sebelah on time . #noted,bengkel honda payah bro ! ngaret . bengkel sebelah leres wekdal . #catet,neutral,neutral,neutral,neutral,neutral,negative,bengkel honda payah bro ngaret bengkel belah les wekdal catet
keren pajero bro ... fortuner mah lewat ..,sae pajero bro ... fortuner mah langkung .,neutral,neutral,negative,neutral,neutral,neutral,sae pajero bro fortuner mah langkung
Yahama Aerox 155 vva akselerasi memang top.,yahama aerox 155 vva akselerasi estu top,neutral,positive,neutral,neutral,neutral,neutral,yahama aerox vva akselerasi estu top
scoopy kece . Bensin irit dibawa jauh pun tidak rewel . Enggak banyak buang-buang uang saat servis .,scoopy kece . bensin irit dipunbekta tebih nggih mboten ribet. mboten kathah buang-buang arta wekdal servis ,positive,neutral,positive,neutral,neutral,positive,scoopy kece bensin irit dipunbekta tebih nggih mboten ribet mboten kathah buangbuang arta wekdal servis
"Daihatsu Sigra, tangki bensin rawan bocor karena terbuat dari bahan plastik.","daihatsu sigra, tangki bensin rawan bocor amargi kadamel saking bahan plastik.",neutral,neutral,neutral,negative,neutral,neutral,daihatsu sigra tangki bensin rawan bocor amargi kadamel saking bahan plastik
"menurut gue ini mobil agak cengeng sih , alias banyak penyakit , menurut pendapat saya","midherek kula puniki mobil radi cengeng sih , utawi kathah penyakit , midherek pendapat kula",neutral,neutral,negative,neutral,neutral,neutral,midherek kula puniki mobil radi cengeng sih utawi kathah sakit midherek dapat kula
"grand livina XV matic saya sangat nyaman , enggak pernah ada masalah berarti . nissan top","grand livina xv matic kula nyaman sanget , mboten nate wonten masalah gadhah artos . nissan top",neutral,neutral,positive,neutral,neutral,neutral,grand livina xv matic kula nyaman sanget mboten nate wonten masalah gadhah artos nissan top
