original,translated,fuel,machine,others,part,price,service
yaudah gue enggak ragu ambil Calya ini buat harian,nggih sampun kula mboten ragu-ragu pendhet calya puniki damel dintenan,neutral,neutral,positive,neutral,neutral,neutral
Soal nya menurut saya Wuling Confero S 1.5 tipe tertinggi harga nya lebih murah hanya 160 jutaan,soalipun midherek kula wuling confero s 1.5 tipe paling inggil reginipun langkung mirah naming 160 jutaan,neutral,neutral,neutral,neutral,positive,neutral
dengan harga nya terjangkau mobil avanza ini masih digemari masyarakat indonesia sebagai mobil keluarga pilihan,kaliyan reginipun terjangkau mobil avanza puniki taksih dipunremeni masyarakat indonesia dados mobil keluwargi pilihan,neutral,neutral,neutral,neutral,positive,neutral
Sayang enggak ada gps map - nya kayak versi yang lama . Padahal lumayan buat ke kondangan di pelosok yang susah sinyal . Screen mirror juga masa pakai kabel saja bisa nya,sayang mboten wonten gps map ipun kados versi ingkang lami . padahal lumayan damel dhateng kondangan ing pelosok ingkang sisah sinyal . screen mirror ugi masa angge kabel mawon sagedipun,neutral,neutral,neutral,negative,neutral,neutral
Untuk menjaga performa terbaik Innova ini tak perlu banyak biaya servis seperti mobil saya terdahulu .,kangge njagi performa paling sae innova puniki mboten betah kathah biaya servis kados mobil kula rumiyin .,neutral,neutral,neutral,neutral,neutral,positive
Kabin depan tengah dan belakang lebih lega dan nyaman PAJERO SPORT dibanding FORTUNER,kabin ngajeng tengah lan wingking langkung lega lan nyaman pajero sport dipunbanding fortuner,neutral,neutral,neutral,negative,neutral,neutral
"Bapak gue punya gl yang facelift 2013 , sampai sini masih bagus , mesin masih enak + bensin V - power , belum pernah turun mesin","bapak kula gadhah gl ingkang facelift 2013 , dumugi mriki taksih sae , mesin taksih eca + bensin v -power , dereng nate mandhap mesin",neutral,positive,positive,neutral,neutral,neutral
Terakhir service ke bengkel Daihatsu tahun 2016 . Agak mahal sih memang . Ehe .,pungkasan service dhateng bengkel daihatsu warsa 2016 . radi awis sih estu . ehe,neutral,neutral,neutral,neutral,neutral,negative
Keseluruhan puas banget sih pakai hrv,sedayanipun marem sanget sih angge hrv,neutral,neutral,positive,neutral,neutral,neutral
mesin nya Avanza bandel dan nyaman dipakai .,mesinipun avanza bandel lan nyaman dipunangge,neutral,positive,positive,neutral,neutral,neutral
"mobil avanza tidak terlau mahal , tetapi banyak fitur yang mendukung .","mobil avanza mboten terlau awis , nanging kathah fitur ingkang nyengkuyung",neutral,neutral,neutral,positive,positive,neutral
"kalau ertiga body oke lah minimalis gitu, tapi tarikan lambat banget","menawi ertiga body oke lah minimalis ngoten, nanging tarikan alon sanget",neutral,negative,neutral,positive,neutral,neutral
saya dukung mobil fortuner,kula dukung mobil fortuner,neutral,neutral,positive,neutral,neutral,neutral
"Honda Beat sangat mengerti di saat kantong lagi tipis tidak pernah rewel , mesin masih halus terus meskipun tiap hari dibawa perjalanan jauh terus","honda beat sumerep sanget ing wekdal kantong malih tipis mboten nate rewel , mesin taksih lembat terus sanadyan saben dinten dipunbekta perjalanan tebih terus",neutral,positive,positive,neutral,neutral,neutral
Calya lari nya juga lumayan kencang mantap jiwa,calya mlajengipun ugi lumayan kenceng mantep jiwa,neutral,positive,neutral,neutral,neutral,neutral
sayang nya veloz masih menggunakan lampu halogen bukan LED ya juragan,sayangipun veloz taksih ngangge dilah halogen sanes led nggih juragan,neutral,neutral,neutral,negative,neutral,neutral
HRV ini punya ultra seat jadi bawa barang yang jangkung atau mau menyembunyikan barang bisa di bawah jok . keren sih .,hrv puniki gadhah ultra seat dados bekta barang ingkang jangkung utawi badhe menyembunyikan barang saged ing ngandhap jok . keren sih.,neutral,neutral,neutral,positive,neutral,neutral
honda brio termasuk yang cukup ekonomis di kelas nya,honda brio kelebet ingkang cekap ekonomis ing kelasipun,neutral,neutral,neutral,neutral,positive,neutral
Secara service untuk konsumen daihatsu masih lebih bagus dibanding toyota.,kaliyan servis kangge konsumen daihatsu taksih langkung sae dipunbanding toyota.,neutral,neutral,neutral,neutral,neutral,negative
cukup sebulan buat inden fortuner gak kaya xpander sampe setahun,cekap sawulan damel pemesanan fortuner mboten sugih xpander dumugi sawarsa,neutral,neutral,neutral,neutral,neutral,negative
scoopy kaya nya memang dibuat untuk anak muda yang oke pokoknya,scoopy kayanipun estu dipundamel kangge lare enem ingkang oke pokokipun,neutral,neutral,positive,neutral,neutral,neutral
"Suka deh sama pilihan mobil avanza yang satu ini , tenaga bagus dan bandel","remen deh kaliyan pilihan mobil avanza ingkang setunggal puniki , tenaga sae lan kiyat",neutral,positive,neutral,neutral,neutral,neutral
"4 tahun pakai altis , terbukti sih ini mobil mesin nya bandel banget","4 warsa angge altis , kebukti sih puniki mobil mesinipun kiyat sanget",neutral,positive,neutral,neutral,neutral,neutral
Ini gue saja yang merasa bensin Xenia boros banget apa memang iya sih,puniki kula mawon ingkang rumaos bensin xenia boros sanget punapa estu nggih sih,negative,neutral,neutral,neutral,neutral,neutral
Pajero sport lah ! Fitur safety nya lebih cakep daripada Fortuner,pajero sport lah ! fitur keamananipun langkung sae daripada fortuner,neutral,neutral,neutral,negative,neutral,neutral
"Njrit , mahal amat , vario perawatan cuma perlu ganti oli mesin sama gardan , kalau ada yang perlu diganti ya gue ganti sendiri , gue mending modal dikit beli toolkits buat bongkar motor daripada dibawa ke bengkel resmi , suka ngaco bengkel resmi","njrit , awis sanget , vario perawatan naming betah gantos oli mesin sami gardan , menawi wonten ingkang betah dipun-gantos nggih kula gantos piyambak , kula mending pawitan sakedhik tumbas pirantos damel bingkar motor daripada dipunbekta dhateng bengkel resmi , remen asal bengkel resmi",neutral,neutral,neutral,neutral,neutral,negative
"CHR = harga selangit , fitur kurang joss","chr = regi selangit , fitur kirang joss",neutral,neutral,neutral,negative,negative,neutral
Bengkel honda payah bro ! Ngaret . Bengkel sebelah on time . #noted,bengkel honda payah bro ! ngaret . bengkel sebelah leres wekdal . #catet,neutral,neutral,neutral,neutral,neutral,negative
keren pajero bro ... fortuner mah lewat ..,sae pajero bro ... fortuner mah langkung .,neutral,neutral,negative,neutral,neutral,neutral
Yahama Aerox 155 vva akselerasi memang top.,yahama aerox 155 vva akselerasi estu top,neutral,positive,neutral,neutral,neutral,neutral
scoopy kece . Bensin irit dibawa jauh pun tidak rewel . Enggak banyak buang-buang uang saat servis .,scoopy kece . bensin irit dipunbekta tebih nggih mboten ribet. mboten kathah buang-buang arta wekdal servis ,positive,neutral,positive,neutral,neutral,positive
"Daihatsu Sigra, tangki bensin rawan bocor karena terbuat dari bahan plastik.","daihatsu sigra, tangki bensin rawan bocor amargi kadamel saking bahan plastik.",neutral,neutral,neutral,negative,neutral,neutral
"menurut gue ini mobil agak cengeng sih , alias banyak penyakit , menurut pendapat saya","midherek kula puniki mobil radi cengeng sih , utawi kathah penyakit , midherek pendapat kula",neutral,neutral,negative,neutral,neutral,neutral
"grand livina XV matic saya sangat nyaman , enggak pernah ada masalah berarti . nissan top","grand livina xv matic kula nyaman sanget , mboten nate wonten masalah gadhah artos . nissan top",neutral,neutral,positive,neutral,neutral,neutral
Altis ku tahun 2001 istimewa banget,altis kula warsa 2001 istimewa pisan,neutral,neutral,positive,neutral,neutral,neutral
Desain Unibody ini memberikan kemampuan lebih kepada Avanza dalam menahan beban dan itu salah satu poin dibandingkan dengan para pesaing nya juragan,desain unibody puniki nyukani kesagahan langkung dhateng avanza lebet nahan beban lan puniku salah setunggal poin dipunbandingaken kaliyan para pesaingipun juragan,neutral,neutral,neutral,positive,neutral,neutral
Entah kenapa gue melihat mobil ini enggak proporsional dari samping - belakang,duka kenging punapa kula sumerep mobil puniki mboten proporsional saking sisi wingking,neutral,neutral,neutral,negative,neutral,neutral
Menurut gw sih fortuner menang jauh dari segi kemewahan nya daripada pajero yg kampungan banget,midherek kula sih fortuner menang tebih saking segi kemewahanipun daripada pajero ingkang kampungan pisan,neutral,neutral,negative,neutral,neutral,neutral
Menurut saya pribadi : Vario 150 2018 hanya ganti baju saja . Mesin dan rem kurang memuaskan karena tak ada peningkatan .,midherek kula pribadi : vario 150 2018 naming salin mawon . mesin lan rem kirang maremaken amargi mboten wonten peningkatan,neutral,negative,neutral,negative,neutral,neutral
"kalau kata tukang bengkel , xenia adalah mobil irit . irit bensin ( dapat 1:12 ) .","menawi trose tukang bengkel , xenia inggih punika mobil irit . irit bensin ( angsal 1:12 )",positive,neutral,neutral,neutral,neutral,neutral
Kalo Ada HRV prestige .. pasti juara disini,menawi wonten hrv prestige .. mesthi juwara ing ngriki,neutral,neutral,positive,neutral,neutral,neutral
"Adik ku juga pakai hrv tetapi yang 1500 , kalau lagi nebeng di kursi belakang memang nyaman banget luas .","adhi kula ugi angge hrv nanging ingkang 1500 , menawi saweg menumpang ing kursi wingking estu nyaman sanget wiyar",neutral,neutral,neutral,positive,neutral,neutral
"Tadi siang mampir ke dealer mobil Toyota Bintaro , nanya-nanya mobil avanza . Sales girl - nya pelayanan nya gak ramah banget . Orang kayak gitu dijadiin sales mobil","kala-wau siyang mampir dhateng dealer mobil toyota bintaro , nanya-nanipun mobil avanza . pramuniaga nipun pelayananipun mboten ramah sanget . tiyang kados puniku dijadiin pramuniaga mobil",neutral,neutral,neutral,neutral,neutral,negative
Wuling Confero mobil nyaman buat keluarga .,wuling confero mobil nyaman damel keluwargi.,neutral,neutral,positive,neutral,neutral,neutral
Honda HRV Cvt - nya lambat ( enggak tahu yang 1.8 ) .,honda hrv cvt ipun alon ( mboten ngertos ingkang 1.8 ).,neutral,neutral,neutral,negative,neutral,neutral
Suzuki All New Ertiga Kini Semakin Mahal,suzuki all new ertiga sapunika saya awis,neutral,neutral,neutral,neutral,negative,neutral
Harga ignis sangat baik untuk harga mobil segitu,regi ignis sae sanget kangge regi mobil semriku,neutral,neutral,neutral,neutral,positive,neutral
"Toyota harga kemahalan , kualitas menurun , layanan purnajual menurun","toyota regi kawisen , kwalitet mandhap , layanan purnajual mandhap",neutral,neutral,negative,neutral,negative,negative
service toyota memang tidak pernah mengecewakan,servis toyota estu mboten nate nguciwakaken,neutral,neutral,neutral,neutral,neutral,positive
vario jauh lebih boros daripada mio,vario tebih langkung boros daripada mio,negative,neutral,neutral,neutral,neutral,neutral
Suspensi enak pajero sport bro bukan fortuner,suspensi eca pajero sport bro sanes fortuner,neutral,neutral,neutral,negative,neutral,neutral
meskipun honda brio body nya oke tapi kalo mesin nya tidak bagus ya buat apa,sanadyan honda brio bodyipun oke nanging menawi mesinipun mboten sae nggih kangge punapa,neutral,negative,neutral,positive,neutral,neutral
"Toyota rush ini perawatan nya mudah , bengkel banyak di mana-mana .","toyota rush puniki perawatanipun gampil , bengkel kathah ing pundi-pundi",neutral,neutral,neutral,neutral,neutral,positive
"Sampai saat ini brand mobil paling memuaskan gue secara keseluruhan : value , kualitas mobil , purnajual masih Toyota .","dumugi wekdal puniki brand mobil paling maremaken kula kaliyan sedayanipun : regi , kwalitet mobil , purnajual taksih toyota",neutral,neutral,positive,neutral,positive,neutral
"suka sama brio karena lincah dan gesit banget untuk dibawa ke manapun, calya kalah jauh pokok nya","remen sami brio amargi lincah lan gesit sanget kangge dipunbekta dhateng pundia , calya kawon tebih pokokipun",neutral,negative,neutral,neutral,neutral,neutral
"GL ini menurut saya, enak dikendarai dari perspektif pengemudi.","gl puniki midherek kula, eca dikendarai saking perspektif pengemudi.",neutral,neutral,positive,neutral,neutral,neutral
Wuling cortez ini kayak nya nyaman banget sih daripada avanza,wuling cortez puniki kadosipun nyaman sanget sih daripada avanza,neutral,neutral,negative,neutral,neutral,neutral
cinta banget sama pilihan warna honda jazz yang bikin gemas,tresna sanget kaliyan pilihan warni honda jazz ingkang damel gemas,neutral,neutral,neutral,positive,neutral,neutral
"Kijang kapsul luas tetapi boros bensin , avanza irit tetapi sempit , huh","kidang kapsul wiyar nanging boros bensin , avanza irit nanging ripak , huh",positive,neutral,neutral,negative,neutral,neutral
saya lebih ke mobilio karena dari segi tenaga lebih unggul,kula langkung dhateng mobilio amargi saking segi tenaga langkung inggil,neutral,positive,neutral,neutral,neutral,neutral
"Mitsubishi ini mobil yang perawatan nya gampang , enak banget","mitsubishi puniki mobil ingkang perawatanipun gampil , eca sanget",neutral,neutral,neutral,neutral,neutral,positive
"mantep juga nih ketahanan mesin mobil nya wuling confero L, auto banyak yang beli buat taksi online.","mantep ugi niki ketahanan mesin mobilipun wuling confero l, auto kathah ingkang tumbas damel taksi online..",neutral,positive,neutral,neutral,neutral,neutral
jazz tenaga nya oke banget daripada brio kalah jauh,jazz tenaganipun oke sanget daripada brio kawon tebih,neutral,negative,neutral,neutral,neutral,neutral
Saya lebih cenderung VRZ punya daya tarik tersendiri,kula langkung cenderung vrz gadhah daya tarik piyambakan,neutral,neutral,positive,neutral,neutral,neutral
kelengkapan fitur sama kapasitas cc dan power yang lebih gede .. sirion lebih banyak keunggulan,kajangkepan fitur sami kapasitas cc lan power ingkang langkung ageng .. sirion langkung kathah keunggulan,neutral,positive,neutral,positive,neutral,neutral
"Saya pake all New Honda Brio Satya E gan , sangat nyaman dan good , apalagi brand nya H , beda dengan suzuki ignis dan Daihatsu sirion","kula angge all new honda brio satya e gan , nyaman sanget lan sae , punapa malih brandipun h , benten kaliyan suzuki ignis lan daihatsu sirion",neutral,neutral,negative,neutral,neutral,neutral
"Tolong dong dibenahi AHAS nya , masa saya mau servis motor dan ganti oli mekanik nya gak ada .","tulung oh dibenahi ahasipun , masa kula badhe servis motor lan gantos oli mekanikipun mboten wonten",neutral,neutral,neutral,neutral,neutral,negative
Penilaian saya adalah Avanza ini mobil nyaris sempurna,penilaian kula inggih punika avanza puniki mobil nyaris sempurna,neutral,neutral,positive,neutral,neutral,neutral
saya semakin yakin untuk pakai honda brio sebagai mobil sehari-hari karena menyenangkan untuk dikendarai .,kula saya    saestu kangge angge honda brio dados   mobil sadinten-dinten amargi ngremenaken  kangge dikendarai.,neutral,neutral,positive,neutral,neutral,neutral
"kaki-kaki nyaman kabin dan bagasi juga luas banget , interior dan fitur juga terbilang bagus di kelas nya . Pokok nya senang lah pakai hrv","suku-suku nyaman kabin lan bagasi ugi  wiyar sanget , interior lan fitur ugi  keetang   sae   ing kelasipun   . pokokipun   remen  lah angge hrv",neutral,neutral,neutral,positive,neutral,neutral
